ID del Cliente,Edad del Cliente,Cartera Por Edad,Años Experiencia,Ingresos Anual,Ingresos Mensual,Tipo de Cliente,Nivel de Educación,Codigo Postal,Miembros Familia,Promedio Gasto TDC,Valor de Hipoteca,Cliente con TDC,Cliente ACCA,Cliente con Cuenta,Cliente con Deposito,Cliente Digital
244,65,Jubilados y Adultos Mayores,39,170000,14166,Clientes Oro,Profesional,90095,3,7900,99000,No,Si,No,Si,Si
245,41,Adulto y Familias,17,78000,6500,Clientes Preferencial,No graduado,94025,4,800,78000,No,No,No,No,Si
246,35,Adulto y Familias,11,25000,2083,Banca Personal,Graduado,92614,2,1000,0,No,No,No,No,No
247,38,Adulto y Familias,14,60000,5000,Clientes Preferencial,Profesional,94025,2,600,0,Si,No,No,No,Si
248,53,Adultos Consolidados,29,120000,10000,Clientes Preferencial,Graduado,92626,4,2700,111000,No,Si,Si,Si,Si
249,55,Adultos Consolidados,29,99000,8250,Clientes Preferencial,No graduado,92121,2,1400,264000,Si,No,No,No,Si
250,26,Cartera Joven,1,55000,4583,Banca Personal,Profesional,90089,3,2600,113000,Si,No,No,No,No
251,30,Cartera Joven,6,29000,2416,Banca Personal,Graduado,94305,3,1000,117000,No,No,No,No,No
252,54,Adultos Consolidados,28,170000,14166,Clientes Oro,Graduado,92182,2,6200,325000,No,Si,No,No,Si
253,65,Jubilados y Adultos Mayores,40,53000,4416,Banca Personal,No graduado,91711,3,2200,0,Si,No,No,No,No
254,47,Adultos Consolidados,21,138000,11500,Clientes Oro,No graduado,94583,1,0,0,No,No,No,No,No
255,65,Jubilados y Adultos Mayores,41,134000,11166,Clientes Oro,Profesional,91942,3,3900,121000,No,Si,No,No,Si
256,66,Jubilados y Adultos Mayores,40,42000,3500,Banca Personal,Profesional,92103,2,700,138000,Si,No,No,No,No
257,26,Cartera Joven,0,99000,8250,Clientes Preferencial,Profesional,92697,4,2300,0,Si,No,No,No,No
258,66,Jubilados y Adultos Mayores,41,18000,1500,Banca Personal,No graduado,92691,3,500,0,Si,No,No,No,No
259,35,Adulto y Familias,9,24000,2000,Banca Personal,No graduado,95747,4,300,0,No,No,No,No,Si
260,56,Adultos Consolidados,30,55000,4583,Banca Personal,No graduado,94107,1,1400,77000,No,No,No,No,Si
261,51,Adultos Consolidados,27,58000,4833,Banca Personal,No graduado,92407,1,0,0,Si,No,No,No,No
262,42,Adulto y Familias,16,111000,9250,Clientes Preferencial,Profesional,93106,2,1200,251000,No,Si,No,No,Si
263,49,Adultos Consolidados,23,33000,2750,Banca Personal,Profesional,90245,1,300,0,Si,No,No,Si,Si
264,27,Cartera Joven,1,74000,6166,Clientes Preferencial,Graduado,92121,4,1800,112000,Si,No,No,No,Si
265,45,Adulto y Familias,19,38000,3166,Banca Personal,No graduado,90840,2,700,0,No,No,No,No,No
266,49,Adultos Consolidados,23,23000,1916,Banca Personal,Profesional,94305,4,600,98000,No,No,Si,No,No
267,63,Jubilados y Adultos Mayores,38,61000,5083,Clientes Preferencial,No graduado,94720,2,1500,0,No,No,No,No,Si
268,47,Adultos Consolidados,22,81000,6750,Clientes Preferencial,No graduado,90504,1,2900,138000,No,No,No,No,No
269,64,Jubilados y Adultos Mayores,39,129000,10750,Clientes Oro,No graduado,94002,1,2500,0,No,No,No,No,Si
270,43,Adulto y Familias,13,33000,2750,Banca Personal,Profesional,95039,1,750,0,No,No,No,No,No
271,60,Adultos Consolidados,36,63000,5250,Clientes Preferencial,No graduado,94063,4,2200,0,No,No,No,No,Si
272,40,Adulto y Familias,14,70000,5833,Clientes Preferencial,Graduado,94923,4,1400,0,No,No,No,No,Si
273,29,Cartera Joven,3,45000,3750,Banca Personal,No graduado,95023,4,200,158000,Si,No,No,No,Si
274,41,Adulto y Familias,16,65000,5416,Clientes Preferencial,Profesional,90095,3,500,0,No,No,No,No,Si
275,30,Cartera Joven,5,74000,6166,Clientes Preferencial,No graduado,95616,4,2200,0,Si,No,Si,No,No
276,49,Adultos Consolidados,24,50000,4166,Banca Personal,Profesional,94706,4,1800,0,No,No,Si,No,No
277,30,Cartera Joven,5,22000,1833,Banca Personal,Profesional,90058,4,500,109000,No,No,No,No,Si
278,29,Cartera Joven,2,30000,2500,Banca Personal,Profesional,92126,4,1000,0,No,No,No,No,No
279,50,Adultos Consolidados,26,21000,1750,Banca Personal,No graduado,91125,4,1000,0,No,No,No,No,Si
280,39,Adulto y Familias,14,155000,12916,Clientes Oro,No graduado,94577,2,3900,0,No,No,No,No,Si
281,33,Adulto y Familias,8,64000,5333,Clientes Preferencial,Profesional,92121,4,2100,164000,No,No,No,No,Si
282,57,Adultos Consolidados,31,65000,5416,Clientes Preferencial,Profesional,94118,4,2600,0,Si,No,No,No,No
283,34,Adulto y Familias,9,71000,5916,Clientes Preferencial,Profesional,91711,4,700,0,No,No,No,No,Si
284,61,Jubilados y Adultos Mayores,36,40000,3333,Banca Personal,Graduado,90029,3,500,0,No,No,Si,No,Si
285,44,Adulto y Familias,19,69000,5750,Clientes Preferencial,Profesional,92806,3,500,0,No,No,No,No,Si
286,40,Adulto y Familias,13,69000,5750,Clientes Preferencial,Graduado,94305,3,2330,0,No,No,No,No,No
287,51,Adultos Consolidados,25,45000,3750,Banca Personal,Graduado,94806,3,600,131000,No,No,No,No,Si
288,37,Adulto y Familias,12,62000,5166,Clientes Preferencial,Graduado,92110,3,700,0,Si,No,No,No,No
289,44,Adulto y Familias,19,172000,14333,Clientes Oro,Profesional,94306,2,4300,391000,No,Si,Si,Si,Si
290,42,Adulto y Familias,15,24000,2000,Banca Personal,Graduado,92121,3,1000,0,Si,No,No,No,Si
291,51,Adultos Consolidados,25,80000,6666,Clientes Preferencial,No graduado,92373,1,4900,0,No,No,No,No,No
292,43,Adulto y Familias,16,8000,666,Clientes Básicos,Graduado,90089,3,670,88000,No,No,No,No,Si
293,30,Cartera Joven,5,38000,3166,Banca Personal,No graduado,94542,4,800,129000,Si,No,No,No,Si
294,45,Adulto y Familias,19,93000,7750,Clientes Preferencial,Profesional,90095,4,2600,0,No,No,No,No,No
295,35,Adulto y Familias,9,55000,4583,Banca Personal,No graduado,94536,1,2000,0,No,No,No,No,Si
296,60,Adultos Consolidados,34,64000,5333,Clientes Preferencial,Profesional,94304,2,1700,0,Si,No,No,No,No
297,34,Adulto y Familias,9,122000,10166,Clientes Oro,No graduado,90623,1,0,0,No,No,No,No,Si
298,55,Adultos Consolidados,25,70000,5833,Clientes Preferencial,Profesional,93720,3,1400,0,No,No,No,No,Si
299,43,Adulto y Familias,19,81000,6750,Clientes Preferencial,No graduado,92069,2,3200,0,No,No,No,No,No
300,41,Adulto y Familias,15,159000,13250,Clientes Oro,Profesional,90057,1,5500,0,No,Si,No,Si,Si
301,34,Adulto y Familias,9,70000,5833,Clientes Preferencial,No graduado,92843,4,1300,0,No,No,Si,No,No
302,65,Jubilados y Adultos Mayores,39,150000,12500,Clientes Oro,No graduado,92120,2,6900,196000,No,No,No,No,No
303,45,Adulto y Familias,21,152000,12666,Clientes Oro,No graduado,94550,2,7500,0,No,No,No,No,Si
304,49,Adultos Consolidados,25,195000,16250,Clientes Oro,No graduado,95605,4,3000,617000,No,Si,No,No,No
305,48,Adultos Consolidados,23,22000,1833,Banca Personal,No graduado,90740,1,100,0,No,No,No,No,No
306,60,Adultos Consolidados,35,22000,1833,Banca Personal,No graduado,91207,1,1300,123000,No,No,No,No,Si
307,55,Adultos Consolidados,29,79000,6583,Clientes Preferencial,No graduado,92373,3,800,0,Si,No,No,No,Si
308,42,Adulto y Familias,18,33000,2750,Banca Personal,Profesional,90401,1,1400,0,No,No,No,No,Si
309,32,Adulto y Familias,8,128000,10666,Clientes Oro,No graduado,94720,2,4330,0,Si,No,No,Si,Si
310,62,Jubilados y Adultos Mayores,38,91000,7583,Clientes Preferencial,No graduado,95929,1,3800,0,No,No,Si,No,Si
311,57,Adultos Consolidados,32,39000,3250,Banca Personal,No graduado,90277,4,900,0,Si,No,No,No,Si
312,52,Adultos Consolidados,26,121000,10083,Clientes Oro,No graduado,94550,1,7300,167000,No,No,No,No,Si
313,36,Adulto y Familias,6,21000,1750,Banca Personal,Profesional,91741,1,670,0,No,No,Si,No,Si
314,34,Adulto y Familias,9,41000,3416,Banca Personal,No graduado,93720,3,2300,0,Si,No,No,No,No
315,63,Jubilados y Adultos Mayores,37,45000,3750,Banca Personal,Profesional,93437,2,700,0,No,No,No,No,Si
316,24,Cartera Joven,-2,51000,4250,Banca Personal,Profesional,90630,3,300,0,No,No,No,No,Si
317,57,Adultos Consolidados,31,165000,13750,Clientes Oro,Graduado,95054,1,1600,0,No,Si,No,No,Si
318,40,Adulto y Familias,16,119000,9916,Clientes Preferencial,Graduado,91335,2,4200,0,No,Si,No,No,Si
319,27,Cartera Joven,2,110000,9166,Clientes Preferencial,Profesional,95670,4,1800,190000,No,No,No,No,Si
320,65,Jubilados y Adultos Mayores,39,20000,1666,Banca Personal,Graduado,90034,3,700,0,Si,No,No,No,No
321,60,Adultos Consolidados,34,64000,5333,Clientes Preferencial,Graduado,90266,1,800,248000,No,No,No,No,No
322,44,Adulto y Familias,20,101000,8416,Clientes Preferencial,Graduado,92717,3,4400,82000,No,Si,No,No,No
323,63,Jubilados y Adultos Mayores,39,101000,8416,Clientes Preferencial,No graduado,92007,1,3900,0,No,Si,Si,Si,Si
324,59,Adultos Consolidados,34,99000,8250,Clientes Preferencial,No graduado,90034,1,4400,0,No,Si,No,No,No
325,56,Adultos Consolidados,30,158000,13166,Clientes Oro,No graduado,90089,4,6100,0,No,Si,No,No,No
326,54,Adultos Consolidados,28,89000,7416,Clientes Preferencial,Graduado,95039,1,1900,0,Si,No,No,No,Si
327,52,Adultos Consolidados,27,80000,6666,Clientes Preferencial,Profesional,95616,1,1300,0,Si,No,No,Si,Si
328,58,Adultos Consolidados,32,114000,9500,Clientes Preferencial,No graduado,91330,2,2000,402000,No,No,No,No,Si
329,60,Adultos Consolidados,35,49000,4083,Banca Personal,Graduado,94110,3,500,0,Si,No,No,No,Si
330,28,Cartera Joven,4,191000,15916,Clientes Oro,No graduado,90064,1,6330,0,No,No,No,No,Si
331,54,Adultos Consolidados,30,78000,6500,Clientes Preferencial,Graduado,92374,4,1000,0,No,No,No,No,Si
332,32,Adulto y Familias,6,28000,2333,Banca Personal,No graduado,94115,3,1000,0,No,No,No,No,No
333,59,Adultos Consolidados,33,42000,3500,Banca Personal,Graduado,95630,1,800,0,No,No,No,No,Si
334,63,Jubilados y Adultos Mayores,38,140000,11666,Clientes Oro,No graduado,92407,1,2500,0,No,No,No,No,No
335,48,Adultos Consolidados,23,45000,3750,Banca Personal,Graduado,95053,1,1300,0,No,No,No,No,Si
336,56,Adultos Consolidados,32,122000,10166,Clientes Oro,No graduado,95827,2,300,360000,Si,No,No,Si,Si
337,36,Adulto y Familias,12,65000,5416,Clientes Preferencial,Graduado,95051,3,2600,0,No,No,No,No,Si
338,57,Adultos Consolidados,27,68000,5666,Clientes Preferencial,Profesional,94117,1,1400,0,No,No,No,No,Si
339,29,Cartera Joven,3,153000,12750,Clientes Oro,No graduado,93657,2,2000,392000,No,No,No,No,No
340,39,Adulto y Familias,13,89000,7416,Clientes Preferencial,Graduado,92110,4,1400,0,No,No,No,No,No
341,59,Adultos Consolidados,34,91000,7583,Clientes Preferencial,No graduado,93524,1,2600,0,Si,No,No,No,Si
342,31,Adulto y Familias,6,55000,4583,Banca Personal,Graduado,92038,4,2000,185000,No,No,No,No,Si
343,43,Adulto y Familias,19,118000,9833,Clientes Preferencial,No graduado,91304,2,3300,0,Si,No,No,No,No
344,35,Adulto y Familias,5,22000,1833,Banca Personal,Profesional,93407,1,670,103000,No,No,No,No,No
345,54,Adultos Consolidados,24,63000,5250,Clientes Preferencial,Profesional,92606,3,1400,138000,Si,No,No,No,Si
346,51,Adultos Consolidados,27,12000,1000,Clientes Básicos,Graduado,92192,4,500,78000,No,No,Si,No,Si
347,44,Adulto y Familias,19,50000,4166,Banca Personal,Graduado,90745,3,2700,0,No,No,No,No,Si
348,25,Cartera Joven,0,43000,3583,Banca Personal,Profesional,94305,2,1600,0,Si,No,Si,Si,Si
349,40,Adulto y Familias,15,173000,14416,Clientes Oro,No graduado,95060,4,6600,0,Si,Si,No,Si,Si
350,26,Cartera Joven,2,60000,5000,Clientes Preferencial,No graduado,93407,2,3000,132000,No,Si,No,No,No
351,39,Adulto y Familias,14,113000,9416,Clientes Preferencial,Profesional,94301,1,1000,0,No,No,Si,No,Si
352,28,Cartera Joven,4,155000,12916,Clientes Oro,Graduado,92182,4,5300,0,No,Si,No,No,Si
353,52,Adultos Consolidados,28,91000,7583,Clientes Preferencial,Graduado,92692,4,1000,0,Si,No,No,No,No
354,53,Adultos Consolidados,29,55000,4583,Banca Personal,Graduado,95818,4,1100,0,No,No,No,No,Si
355,44,Adulto y Familias,20,173000,14416,Clientes Oro,No graduado,90277,2,1400,419000,No,No,No,No,Si
356,43,Adulto y Familias,19,71000,5916,Clientes Preferencial,Profesional,92101,3,300,0,Si,No,No,No,No
357,56,Adultos Consolidados,30,24000,2000,Banca Personal,Profesional,94704,2,400,88000,No,No,No,No,No
358,38,Adulto y Familias,14,42000,3500,Banca Personal,Graduado,94610,1,2000,81000,No,No,No,No,Si
359,30,Cartera Joven,6,141000,11750,Clientes Oro,No graduado,94539,2,4330,0,No,No,No,No,Si
360,32,Adulto y Familias,6,32000,2666,Banca Personal,Profesional,93106,1,1900,0,No,No,No,No,Si
361,35,Adulto y Familias,10,55000,4583,Banca Personal,No graduado,94539,4,1300,0,No,No,No,No,No
362,43,Adulto y Familias,19,153000,12750,Clientes Oro,No graduado,90254,2,7500,0,No,No,No,No,Si
363,58,Adultos Consolidados,32,113000,9416,Clientes Preferencial,No graduado,94590,2,1400,270000,Si,No,No,No,No
364,25,Cartera Joven,0,30000,2500,Banca Personal,Graduado,92691,2,1700,0,No,No,No,No,No
365,54,Adultos Consolidados,24,29000,2416,Banca Personal,Profesional,92028,3,1000,148000,Si,No,No,No,No
366,57,Adultos Consolidados,32,174000,14500,Clientes Oro,Graduado,90089,1,6800,466000,No,Si,No,No,Si
367,50,Adultos Consolidados,24,35000,2916,Banca Personal,Profesional,92717,1,300,0,No,No,No,No,Si
368,32,Adulto y Familias,8,98000,8166,Clientes Preferencial,Graduado,95054,2,2000,175000,No,No,No,No,Si
369,63,Jubilados y Adultos Mayores,37,30000,2500,Banca Personal,Profesional,92054,2,1000,159000,No,No,No,No,Si
370,31,Adulto y Familias,6,58000,4833,Banca Personal,No graduado,95051,2,2500,0,Si,No,No,No,No
371,36,Adulto y Familias,12,25000,2083,Banca Personal,No graduado,92101,4,1000,147000,No,No,No,No,No
372,58,Adultos Consolidados,34,19000,1583,Banca Personal,No graduado,92029,4,700,0,No,No,No,No,No
373,56,Adultos Consolidados,30,44000,3666,Banca Personal,Graduado,93105,4,700,174000,No,No,No,No,Si
374,49,Adultos Consolidados,25,20000,1666,Banca Personal,No graduado,90291,4,1000,111000,Si,No,No,No,Si
375,30,Cartera Joven,5,98000,8166,Clientes Preferencial,No graduado,91941,2,3100,220000,No,No,No,No,Si
376,33,Adulto y Familias,7,90000,7500,Clientes Preferencial,No graduado,92346,3,1600,0,No,No,No,No,Si
377,45,Adulto y Familias,21,61000,5083,Clientes Preferencial,No graduado,94304,3,700,0,No,No,No,No,No
378,30,Cartera Joven,5,40000,3333,Banca Personal,Graduado,94402,4,2000,0,No,No,No,No,Si
379,47,Adultos Consolidados,23,38000,3166,Banca Personal,Profesional,94618,2,2100,0,No,No,No,No,No
380,25,Cartera Joven,0,28000,2333,Banca Personal,Graduado,92093,2,1700,0,No,No,No,No,No
381,63,Jubilados y Adultos Mayores,33,34000,2833,Banca Personal,Profesional,94305,1,1500,0,Si,No,No,No,Si
382,55,Adultos Consolidados,29,73000,6083,Clientes Preferencial,Profesional,95616,2,2300,0,Si,No,No,No,Si
383,65,Jubilados y Adultos Mayores,41,133000,11083,Clientes Oro,No graduado,94904,4,2000,0,Si,Si,No,No,No
384,44,Adulto y Familias,18,53000,4416,Banca Personal,No graduado,94608,1,200,0,No,No,No,No,Si
385,51,Adultos Consolidados,25,21000,1750,Banca Personal,Profesional,9307,4,600,0,Si,No,No,No,Si
386,35,Adulto y Familias,9,40000,3333,Banca Personal,No graduado,93943,3,900,0,No,No,No,No,Si
387,30,Cartera Joven,5,41000,3416,Banca Personal,Graduado,95051,4,1700,0,No,No,No,No,Si
388,31,Adulto y Familias,5,82000,6833,Clientes Preferencial,Graduado,95482,4,1800,0,No,No,No,No,Si
389,54,Adultos Consolidados,30,100000,8333,Clientes Preferencial,Profesional,95814,4,3400,0,No,Si,No,No,No
390,45,Adulto y Familias,20,155000,12916,Clientes Oro,No graduado,90024,1,7000,0,Si,No,No,No,Si
391,45,Adulto y Familias,19,45000,3750,Banca Personal,No graduado,92521,1,200,0,No,No,No,No,Si
392,58,Adultos Consolidados,32,9000,750,Clientes Básicos,Profesional,94080,3,300,0,Si,No,No,No,No
393,54,Adultos Consolidados,29,48000,4000,Banca Personal,Profesional,91709,4,1800,0,No,No,No,No,Si
394,53,Adultos Consolidados,28,18000,1500,Banca Personal,Profesional,90095,4,100,109000,Si,No,Si,Si,Si
395,33,Adulto y Familias,9,80000,6666,Clientes Preferencial,No graduado,91311,4,3400,0,Si,No,No,No,Si
396,60,Adultos Consolidados,35,64000,5333,Clientes Preferencial,No graduado,94509,2,2800,0,No,No,No,No,No
397,50,Adultos Consolidados,24,29000,2416,Banca Personal,No graduado,93023,4,100,0,No,No,No,No,No
398,26,Cartera Joven,2,48000,4000,Banca Personal,Graduado,90503,3,700,0,No,No,No,No,Si
399,54,Adultos Consolidados,30,23000,1916,Banca Personal,No graduado,94608,2,400,0,No,No,No,No,No
400,28,Cartera Joven,3,84000,7000,Clientes Preferencial,No graduado,90024,4,200,0,Si,No,No,No,Si
401,36,Adulto y Familias,10,179000,14916,Clientes Oro,No graduado,94542,3,6600,0,No,Si,No,No,Si
402,29,Cartera Joven,2,30000,2500,Banca Personal,Graduado,95747,4,1500,112000,Si,No,No,No,No
403,54,Adultos Consolidados,28,93000,7750,Clientes Preferencial,No graduado,91604,1,4900,133000,Si,No,No,Si,Si
404,55,Adultos Consolidados,30,39000,3250,Banca Personal,Graduado,92647,2,1900,0,No,No,No,No,No
405,61,Jubilados y Adultos Mayores,36,60000,5000,Clientes Preferencial,Graduado,92866,3,500,182000,No,No,No,No,No
406,36,Adulto y Familias,11,133000,11083,Clientes Oro,No graduado,90245,1,3800,290000,Si,No,Si,Si,Si
407,45,Adulto y Familias,19,125000,10416,Clientes Oro,No graduado,92354,1,2400,0,No,No,No,No,No
408,64,Jubilados y Adultos Mayores,40,58000,4833,Banca Personal,Profesional,93437,1,1800,0,No,No,No,No,Si
409,60,Adultos Consolidados,36,89000,7416,Clientes Preferencial,No graduado,91745,2,2800,0,No,No,No,No,Si
410,49,Adultos Consolidados,22,82000,6833,Clientes Preferencial,Graduado,90019,1,2670,125000,No,No,No,No,Si
411,47,Adultos Consolidados,23,110000,9166,Clientes Preferencial,No graduado,94111,2,3300,0,Si,No,No,No,Si
412,60,Adultos Consolidados,36,54000,4500,Banca Personal,Profesional,92182,4,2300,0,No,No,Si,No,No
413,45,Adulto y Familias,20,89000,7416,Clientes Preferencial,Profesional,93311,4,1900,0,No,No,No,No,Si
414,32,Adulto y Familias,7,42000,3500,Banca Personal,No graduado,92407,3,2300,0,No,No,No,No,Si
415,52,Adultos Consolidados,28,41000,3416,Banca Personal,Graduado,94309,3,1900,0,Si,No,No,No,No
416,35,Adulto y Familias,8,38000,3166,Banca Personal,Graduado,93106,4,1000,124000,No,No,No,No,Si
417,40,Adulto y Familias,15,85000,7083,Clientes Preferencial,No graduado,94304,2,400,0,No,No,No,No,Si
418,53,Adultos Consolidados,29,83000,6916,Clientes Preferencial,Graduado,90073,4,1000,0,No,No,No,No,Si
419,27,Cartera Joven,0,33000,2750,Banca Personal,Profesional,90089,4,1000,0,No,No,No,No,No
420,58,Adultos Consolidados,33,50000,4166,Banca Personal,No graduado,94501,4,2100,0,Si,No,No,No,No
421,47,Adultos Consolidados,22,58000,4833,Banca Personal,Profesional,93105,4,3600,0,Si,No,No,No,Si
422,28,Cartera Joven,3,115000,9583,Clientes Preferencial,Graduado,92333,4,3100,0,No,Si,No,No,No
423,46,Adultos Consolidados,20,145000,12083,Clientes Oro,No graduado,91380,2,6300,0,No,No,Si,Si,Si
424,43,Adulto y Familias,19,161000,13416,Clientes Oro,No graduado,95616,2,7500,0,No,No,No,No,No
425,56,Adultos Consolidados,30,38000,3166,Banca Personal,No graduado,92029,1,200,0,No,No,No,No,No
426,28,Cartera Joven,3,28000,2333,Banca Personal,No graduado,90505,4,800,0,No,No,No,No,Si
427,42,Adulto y Familias,18,75000,6250,Clientes Preferencial,No graduado,92182,3,2330,0,Si,No,No,No,No
428,32,Adulto y Familias,7,35000,2916,Banca Personal,No graduado,92521,3,1300,116000,Si,No,No,No,No
429,62,Jubilados y Adultos Mayores,38,24000,2000,Banca Personal,No graduado,94720,2,1000,116000,Si,No,No,No,No
430,37,Adulto y Familias,13,78000,6500,Clientes Preferencial,Graduado,94998,4,100,0,No,No,No,No,Si
431,51,Adultos Consolidados,26,113000,9416,Clientes Preferencial,Profesional,94086,1,1300,161000,No,No,No,No,Si
432,39,Adulto y Familias,13,75000,6250,Clientes Preferencial,No graduado,94305,3,2100,224000,No,No,No,No,Si
433,43,Adulto y Familias,17,91000,7583,Clientes Preferencial,No graduado,91311,1,5700,0,No,No,No,No,Si
434,52,Adultos Consolidados,28,31000,2583,Banca Personal,No graduado,91330,4,200,141000,Si,No,No,No,Si
435,30,Cartera Joven,6,45000,3750,Banca Personal,Graduado,95819,1,1800,0,No,No,No,No,Si
436,52,Adultos Consolidados,26,80000,6666,Clientes Preferencial,No graduado,94709,3,800,0,No,No,No,No,No
437,61,Jubilados y Adultos Mayores,35,50000,4166,Banca Personal,Profesional,92122,3,1400,112000,No,No,No,No,Si
438,36,Adulto y Familias,9,31000,2583,Banca Personal,Graduado,95825,4,1000,0,No,No,Si,No,Si
439,58,Adultos Consolidados,32,113000,9416,Clientes Preferencial,Graduado,93943,2,3800,119000,Si,Si,No,Si,Si
440,47,Adultos Consolidados,23,29000,2416,Banca Personal,No graduado,94304,4,600,0,No,No,No,No,Si
441,64,Jubilados y Adultos Mayores,39,59000,4916,Banca Personal,No graduado,92626,2,1500,139000,No,No,No,No,Si
442,52,Adultos Consolidados,27,43000,3583,Banca Personal,Graduado,93555,1,1300,0,No,No,Si,No,Si
443,58,Adultos Consolidados,28,122000,10166,Clientes Oro,Profesional,95136,1,3000,115000,No,Si,No,No,Si
444,48,Adultos Consolidados,24,29000,2416,Banca Personal,No graduado,90509,1,1000,0,No,No,No,No,No
445,64,Jubilados y Adultos Mayores,40,91000,7583,Clientes Preferencial,Profesional,93106,2,0,0,Si,No,No,No,Si
446,58,Adultos Consolidados,32,65000,5416,Clientes Preferencial,Profesional,94590,3,2200,0,No,No,No,No,Si
447,47,Adultos Consolidados,23,22000,1833,Banca Personal,No graduado,93108,1,1000,0,Si,No,No,No,No
